BucketIdx,BucketStart,BucketEnd,BinIdx,BinStart,BinEnd,BinValue
15,29,30,4,98.39612204047154,98.41580520151184,0
15,29,30,5,98.41580520151184,98.43548836255215,1
15,29,30,6,98.43548836255215,98.45517152359245,0
15,29,30,7,98.45517152359245,98.47485468463275,0
15,29,30,8,98.47485468463275,98.49453784567305,0
15,29,30,9,98.49453784567305,98.51422100671336,0
16,30,31,0,103.64806569109204,103.66881605459376,0
16,30,31,1,103.66881605459376,103.68956641809548,0
16,30,31,2,103.68956641809548,103.7103167815972,0
16,30,31,3,103.7103167815972,103.73106714509892,0
16,30,31,4,103.73106714509892,103.75181750860064,0
16,30,31,5,103.75181750860064,103.77256787210236,1
16,30,31,6,103.77256787210236,103.79331823560408,0
16,30,31,7,103.79331823560408,103.8140685991058,0
16,30,31,8,103.8140685991058,103.83481896260751,0
16,30,31,9,103.83481896260751,103.85556932610923,0
17,31,37,0,82.86961519625038,84.97207921696827,2
17,31,37,1,84.97207921696827,87.07454323768616,1
17,31,37,2,87.07454323768616,89.17700725840405,0
17,31,37,3,89.17700725840405,91.27947127912194,0
17,31,37,4,91.27947127912194,93.38193529983982,0
17,31,37,5,93.38193529983982,95.48439932055771,0
17,31,37,6,95.48439932055771,97.5868633412756,0
17,31,37,7,97.5868633412756,99.68932736199349,0
17,31,37,8,99.68932736199349,101.79179138271138,0
17,31,37,9,101.79179138271138,103.89425540342927,1
18,37,38,0,74.65553600341082,75.48035672283731,1
18,37,38,1,75.48035672283731,76.30517744226381,0
18,37,38,2,76.30517744226381,77.12999816169031,0
18,37,38,3,77.12999816169031,77.95481888111681,0
18,37,38,4,77.95481888111681,78.7796396005433,0
18,37,38,5,78.7796396005433,79.6044603199698,0
18,37,38,6,79.6044603199698,80.4292810393963,0
18,37,38,7,80.4292810393963,81.2541017588228,0
18,37,38,8,81.2541017588228,82.0789224782493,0
18,37,38,9,82.0789224782493,82.9037431976758,1
19,38,39,0,97.05150585063966,97.07093558154068,0
19,38,39,1,97.07093558154068,97.09036531244172,0
19,38,39,2,97.09036531244172,97.10979504334274,0
19,38,39,3,97.10979504334274,97.12922477424378,0
19,38,39,4,97.12922477424378,97.1486545051448,0
19,38,39,5,97.1486545051448,97.16808423604583,1
19,38,39,6,97.16808423604583,97.18751396694687,0
19,38,39,7,97.18751396694687,97.20694369784789,0
19,38,39,8,97.20694369784789,97.22637342874893,0
19,38,39,9,97.22637342874893,97.24580315964995,0
