BucketIdx,BucketStart,BucketEnd,BinIdx,BinStart,BinEnd,BinValue
7,778,786,4,3694.233,3898.308,1
7,778,786,5,3898.308,4102.383,1
7,778,786,6,4102.383,4306.457,1
7,778,786,7,4306.457,4510.532,1
7,778,786,8,4510.532,4714.607,1
7,778,786,9,4714.607,4918.682,1
7,778,786,10,4918.682,5122.757,1
7,778,786,11,5122.757,5326.831,1
7,778,786,12,5326.831,5530.906,1
7,778,786,13,5530.906,5734.981,1
7,778,786,14,5734.981,5939.056,0
7,778,786,15,5939.056,6143.13,0
7,778,786,16,6143.13,6347.205,0
7,778,786,17,6347.205,6551.28,0
7,778,786,18,6551.28,6755.355,0
7,778,786,19,6755.355,6963.511,1
8,786,787,0,4985.717,5333.917,1
8,786,787,1,5333.917,5682.117,0
8,786,787,2,5682.117,6030.317,0
8,786,787,3,6030.317,6378.517,0
8,786,787,4,6378.517,6726.717,0
8,786,787,5,6726.717,7074.917,0
8,786,787,6,7074.917,7423.117,0
8,786,787,7,7423.117,7771.317,0
8,786,787,8,7771.317,8119.517,0
8,786,787,9,8119.517,8467.717,0
8,786,787,10,8467.717,8815.917,0
8,786,787,11,8815.917,9164.117,0
8,786,787,12,9164.117,9512.317,0
8,786,787,13,9512.317,9860.517,0
8,786,787,14,9860.517,10208.717,0
8,786,787,15,10208.717,10556.917,0
8,786,787,16,10556.917,10905.117,0
8,786,787,17,10905.117,11253.318,0
8,786,787,18,11253.318,11601.518,0
8,786,787,19,11601.518,11956.682,1
9,787,789,0,2788.04,2845.062,1
9,787,789,1,2845.062,2902.085,0
9,787,789,2,2902.085,2959.107,0
9,787,789,3,2959.107,3016.13,0
9,787,789,4,3016.13,3073.152,0
9,787,789,5,3073.152,3130.174,0
9,787,789,6,3130.174,3187.197,0
9,787,789,7,3187.197,3244.219,0
9,787,789,8,3244.219,3301.242,0
9,787,789,9,3301.242,3358.264,0
9,787,789,10,3358.264,3415.287,0
9,787,789,11,3415.287,3472.309,0
9,787,789,12,3472.309,3529.332,0
9,787,789,13,3529.332,3586.354,0
9,787,789,14,3586.354,3643.376,0
9,787,789,15,3643.376,3700.399,0
9,787,789,16,3700.399,3757.421,0
9,787,789,17,3757.421,3814.444,0
9,787,789,18,3814.444,3871.466,0
9,787,789,19,3871.466,3929.629,1
10,789,790,0,4837.97,5171.889,1
10,789,790,1,5171.889,5505.809,0
10,789,790,2,5505.809,5839.729,0
10,789,790,3,5839.729,6173.648,0
10,789,790,4,6173.648,6507.568,0
10,789,790,5,6507.568,6841.487,0
10,789,790,6,6841.487,7175.407,0
10,789,790,7,7175.407,7509.327,0
10,789,790,8,7509.327,7843.246,0
10,789,790,9,7843.246,8177.166,0
10,789,790,10,8177.166,8511.086,0
10,789,790,11,8511.086,8845.005,0
10,789,790,12,8845.005,9178.925,0
10,789,790,13,9178.925,9512.844,0
10,789,790,14,9512.844,9846.764,0
10,789,790,15,9846.764,10180.684,0
10,789,790,16,10180.684,10514.603,0
10,789,790,17,10514.603,10848.523,0
10,789,790,18,10848.523,11182.443,0
10,789,790,19,11182.443,11523.041,1
11,790,851,0,2527.164,2897.097,6
11,790,851,1,2897.097,3267.03,3
11,790,851,2,3267.03,3636.962,6
11,790,851,3,3636.962,4006.895,2
11,790,851,4,4006.895,4376.828,7
11,790,851,5,4376.828,4746.76,9
11,790,851,6,4746.76,5116.693,8
11,790,851,7,5116.693,5486.626,7
11,790,851,8,5486.626,5856.558,6
11,790,851,9,5856.558,6226.491,5
11,790,851,10,6226.491,6596.424,3
11,790,851,11,6596.424,6966.357,6
11,790,851,12,6966.357,7336.289,3
11,790,851,13,7336.289,7706.222,6
11,790,851,14,7706.222,8076.155,3
11,790,851,15,8076.155,8446.087,0
11,790,851,16,8446.087,8816.02,1
11,790,851,17,8816.02,9185.953,1
11,790,851,18,9185.953,9555.885,1
11,790,851,19,9555.885,9933.217,1
12,851,852,0,11059.658,11060.765,0
12,851,852,1,11060.765,11061.872,0
12,851,852,2,11061.872,11062.979,0
12,851,852,3,11062.979,11064.086,0
12,851,852,4,11064.086,11065.193,0
12,851,852,5,11065.193,11066.3,0
12,851,852,6,11066.3,11067.407,0
12,851,852,7,11067.407,11068.514,0
12,851,852,8,11068.514,11069.621,0
12,851,852,9,11069.621,11070.728,0
12,851,852,10,11070.728,11071.835,1
12,851,852,11,11071.835,11072.942,0
12,851,852,12,11072.942,11074.049,0
12,851,852,13,11074.049,11075.157,0
12,851,852,14,11075.157,11076.264,0
12,851,852,15,11076.264,11077.371,0
12,851,852,16,11077.371,11078.478,0
12,851,852,17,11078.478,11079.585,0
12,851,852,18,11079.585,11080.692,0
12,851,852,19,11080.692,11081.799,0
13,852,897,0,2760.129,3110.137,4
13,852,897,1,3110.137,3460.145,2
13,852,897,2,3460.145,3810.153,4
13,852,897,3,3810.153,4160.162,5
13,852,897,4,4160.162,4510.17,5
13,852,897,5,4510.17,4860.178,1
13,852,897,6,4860.178,5210.186,1
13,852,897,7,5210.186,5560.194,2
13,852,897,8,5560.194,5910.202,8
13,852,897,9,5910.202,6260.211,5
13,852,897,10,6260.211,6610.219,7
13,852,897,11,6610.219,6960.227,4
13,852,897,12,6960.227,7310.235,4
13,852,897,13,7310.235,7660.243,2
13,852,897,14,7660.243,8010.251,2
13,852,897,15,8010.251,8360.26,0
13,852,897,16,8360.26,8710.268,1
13,852,897,17,8710.268,9060.276,1
13,852,897,18,9060.276,9410.284,0
13,852,897,19,9410.284,9767.292,1
14,897,905,0,3478.885,3940.812,1
14,897,905,1,3940.812,4402.74,0
14,897,905,2,4402.74,4864.668,0
14,897,905,3,4864.668,5326.595,0
14,897,905,4,5326.595,5788.523,0
14,897,905,5,5788.523,6250.45,0
14,897,905,6,6250.45,6712.378,0
14,897,905,7,6712.378,7174.306,0
14,897,905,8,7174.306,7636.233,1
14,897,905,9,7636.233,8098.161,0
14,897,905,10,8098.161,8560.089,1
14,897,905,11,8560.089,9022.016,0
14,897,905,12,9022.016,9483.944,0
14,897,905,13,9483.944,9945.872,0
14,897,905,14,9945.872,10407.799,0
14,897,905,15,10407.799,10869.727,0
14,897,905,16,10869.727,11331.655,0
14,897,905,17,11331.655,11793.582,0
14,897,905,18,11793.582,12255.51,0
14,897,905,19,12255.51,12726.676,1
15,905,937,0,2571.745,2935.296,1
15,905,937,1,2935.296,3298.847,0
15,905,937,2,3298.847,3662.398,2
15,905,937,3,3662.398,4025.949,3
15,905,937,4,4025.949,4389.5,3
15,905,937,5,4389.5,4753.051,2
15,905,937,6,4753.051,5116.602,3
15,905,937,7,5116.602,5480.153,1
15,905,937,8,5480.153,5843.704,7
15,905,937,9,5843.704,6207.255,3
15,905,937,10,6207.255,6570.806,3
15,905,937,11,6570.806,6934.357,5
15,905,937,12,6934.357,7297.908,4
15,905,937,13,7297.908,7661.459,3
15,905,937,14,7661.459,8025.01,1
15,905,937,15,8025.01,8388.561,3
15,905,937,16,8388.561,8752.112,1
15,905,937,17,8752.112,9115.663,0
15,905,937,18,9115.663,9479.214,0
15,905,937,19,9479.214,9850.036,1
16,937,940,0,11906.122,11907.314,0
16,937,940,1,11907.314,11908.506,0
16,937,940,2,11908.506,11909.697,0
16,937,940,3,11909.697,11910.889,0
16,937,940,4,11910.889,11912.081,0
16,937,940,5,11912.081,11913.273,0
16,937,940,6,11913.273,11914.465,0
16,937,940,7,11914.465,11915.656,0
16,937,940,8,11915.656,11916.848,0
16,937,940,9,11916.848,11918.04,0
16,937,940,10,11918.04,11919.232,1
16,937,940,11,11919.232,11920.424,0
16,937,940,12,11920.424,11921.615,0
16,937,940,13,11921.615,11922.807,0
16,937,940,14,11922.807,11923.999,0
16,937,940,15,11923.999,11925.191,0
16,937,940,16,11925.191,11926.383,0
16,937,940,17,11926.383,11927.575,0
16,937,940,18,11927.575,11928.766,0
16,937,940,19,11928.766,11929.958,0
17,940,1007,0,3089.443,3433.517,5
17,940,1007,1,3433.517,3777.591,2
17,940,1007,2,3777.591,4121.665,1
17,940,1007,3,4121.665,4465.739,2
17,940,1007,4,4465.739,4809.813,4
17,940,1007,5,4809.813,5153.888,4
17,940,1007,6,5153.888,5497.962,6
17,940,1007,7,5497.962,5842.036,6
17,940,1007,8,5842.036,6186.11,6
17,940,1007,9,6186.11,6530.184,5
17,940,1007,10,6530.184,6874.259,7
17,940,1007,11,6874.259,7218.333,4
17,940,1007,12,7218.333,7562.407,1
17,940,1007,13,7562.407,7906.481,4
17,940,1007,14,7906.481,8250.555,0
17,940,1007,15,8250.555,8594.629,4
17,940,1007,16,8594.629,8938.704,2
17,940,1007,17,8938.704,9282.778,4
17,940,1007,18,9282.778,9626.852,1
17,940,1007,19,9626.852,9977.808,1
18,1007,1008,0,2717.145,2717.417,0
18,1007,1008,1,2717.417,2717.689,0
18,1007,1008,2,2717.689,2717.961,0
18,1007,1008,3,2717.961,2718.233,0
18,1007,1008,4,2718.233,2718.505,0
18,1007,1008,5,2718.505,2718.777,0
18,1007,1008,6,2718.777,2719.049,0
18,1007,1008,7,2719.049,2719.321,0
18,1007,1008,8,2719.321,2719.593,0
18,1007,1008,9,2719.593,2719.865,0
18,1007,1008,10,2719.865,2720.137,1
18,1007,1008,11,2720.137,2720.409,0
18,1007,1008,12,2720.409,2720.681,0
18,1007,1008,13,2720.681,2720.953,0
18,1007,1008,14,2720.953,2721.225,0
18,1007,1008,15,2721.225,2721.497,0
18,1007,1008,16,2721.497,2721.769,0
18,1007,1008,17,2721.769,2722.041,0
18,1007,1008,18,2722.041,2722.313,0
18,1007,1008,19,2722.313,2722.585,0
19,1008,1021,0,4437.896,4716.5,3
19,1008,1021,1,4716.5,4995.104,0
19,1008,1021,2,4995.104,5273.708,0
19,1008,1021,3,5273.708,5552.312,1
19,1008,1021,4,5552.312,5830.916,0
19,1008,1021,5,5830.916,6109.52,2
19,1008,1021,6,6109.52,6388.125,3
19,1008,1021,7,6388.125,6666.729,0
19,1008,1021,8,6666.729,6945.333,2
19,1008,1021,9,6945.333,7223.937,0
19,1008,1021,10,7223.937,7502.541,2
19,1008,1021,11,7502.541,7781.145,0
19,1008,1021,12,7781.145,8059.749,1
19,1008,1021,13,8059.749,8338.353,2
19,1008,1021,14,8338.353,8616.957,1
19,1008,1021,15,8616.957,8895.561,1
19,1008,1021,16,8895.561,9174.165,0
19,1008,1021,17,9174.165,9452.769,0
19,1008,1021,18,9452.769,9731.373,0
19,1008,1021,19,9731.373,10015.549,1
